indicator_id,YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
5978,2018,2018,Maryland,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,50.3
6326,2010,2014,Oregon,Cancer,"Invasive melanoma, incidence","per 100,000",15.8
8642,2018,2018,Kentucky,Oral Health,All teeth lost among adults aged >= 65 years,%,
6371,2015,2015,Utah,Asthma,Emergency department visit rate for asthma,,
56,2016,2016,Wyoming,Tobacco,Quit attempts in the past year among current smokers,%,
8672,2012,2012,North Dakota,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",95.4
6196,2018,2018,Utah,"Nutrition, Physical Activity, and Weight Status",Farmers markets that accept Supplemental Nutrition Assistance Program (SNAP) benefits,%,42.2
3483,2017,2017,California,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,84.7
2004,2012,2012,Delaware,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",211
4366,2015,2015,Kansas,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",53.1
8348,2017,2017,Idaho,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,5.7
5881,2012,2012,Arizona,Asthma,Asthma mortality rate,"cases per 1,000,000",
1276,2017,2017,New Mexico,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,29.4
17,2014,2014,Guam,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,31.8
3662,2011,2011,Michigan,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,28.9
8671,2008,2012,Mississippi,Cancer,"Cancer of the colon and rectum (colorectal), mortality",,
5626,2014,2014,Utah,Diabetes,Amputation of a lower extremity attributable to diabetes,,
8388,2015,2015,Oklahoma,Asthma,Asthma mortality rate,"cases per 1,000,000",
2298,2011,2011,Montana,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,11.3
9771,2011,2011,Connecticut,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,4.1
6052,2014,2014,New Hampshire,Overarching Conditions,Premature mortality among adults aged 45-64 years,,2097
2889,2016,2016,New Mexico,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,64.6
5426,2012,2012,Oklahoma,Overarching Conditions,Gini Index of income inequality,,0.47
3368,2016,2016,Utah,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,21.1
7004,2009,2013,North Carolina,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",13.4
7543,2014,2014,Massachusetts,Asthma,Hospitalizations for asthma,"cases per 10,000",
2503,2011,2011,Utah,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
9382,2012,2012,Michigan,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,28.7
7948,2015,2015,Missouri,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,
2484,2017,2017,Guam,Alcohol,Heavy drinking among women aged 18-44 years,%,
7721,2010,2010,Montana,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",48.79
7664,2012,2012,Pennsylvania,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,2.5
1597,2018,2018,Indiana,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,63.0
9410,2013,2013,Ohio,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,%,72.7
6869,2015,2015,Texas,Asthma,Asthma prevalence among women aged 18-44 years,%,
4276,2013,2013,Wisconsin,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",378.59
659,2017,2017,South Carolina,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,77.5
3857,2010,2014,North Dakota,Cancer,"Invasive cancer of the cervix, incidence",,
7709,2015,2015,Minnesota,Cardiovascular Disease,Mortality from diseases of the heart,Number,84
3712,2014,2014,Virginia,Asthma,Asthma mortality rate,,66
3722,2013,2013,Alaska,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,33.0
2294,2013,2013,Vermont,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,3.4
6531,2016,2016,Kansas,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
933,2015,2015,Montana,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,23.7
2399,2012,2016,New Hampshire,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",
7499,2017,2017,South Carolina,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,
3628,2013,2013,Iowa,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,
4158,2011,2011,California,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,34.7
7013,2017,2017,Arizona,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",64.0
8242,2010,2014,Kentucky,Cancer,"Invasive cancer of the female breast, incidence","per 100,000",
40,2014,2014,Rhode Island,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,
3338,2016,2016,Hawaii,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,27.0
5215,2012,2012,Iowa,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,49.5
9714,2015,2015,Illinois,Tobacco,Cigarette smoking before pregnancy,%,
841,2012,2012,New Hampshire,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,82.6
9183,2012,2012,Ohio,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",114.9
49,2015,2015,Illinois,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,
7475,2014,2014,Wyoming,Alcohol,Heavy drinking among adults aged >= 18 years,%,
8104,2012,2012,South Carolina,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,87.4
199,2017,2017,South Carolina,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,13.4
6748,2011,2011,Pennsylvania,Asthma,Asthma mortality rate,"cases per 1,000,000",
6394,2011,2011,Wyoming,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,
3862,2012,2012,Kentucky,Oral Health,No tooth loss among adults aged 18-64 years,%,70.5
5111,2010,2010,Maine,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",
3562,2015,2015,Indiana,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,%,
7614,2012,2012,Virginia,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",342.4
6406,2011,2011,Wyoming,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,69.3
4906,2013,2013,Oregon,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,
287,2009,2013,Alabama,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",6
8129,2013,2013,Virgin Islands,"Nutrition, Physical Activity, and Weight Status",Computer use among high school students,%,
7471,2015,2015,Hawaii,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,3.4
5414,2017,2017,New York,Cardiovascular Disease,Mortality from heart failure,Number,9053
1684,2014,2014,Minnesota,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,44.0
2382,2012,2016,Delaware,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",54.5
1420,2013,2013,Nebraska,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",47.63
9636,2016,2016,Iowa,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,31.2
9234,2012,2012,New Hampshire,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,
1076,2015,2015,Montana,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,69.4
7347,2013,2013,Pennsylvania,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,
845,2014,2014,Mississippi,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,76.1
7190,2015,2015,Texas,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
6183,2011,2011,Louisiana,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,39.4
7678,2016,2016,South Carolina,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
6605,2016,2016,Vermont,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,46.8
797,2012,2012,Ohio,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",
8877,2018,2018,Oklahoma,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,48.6
2965,2013,2013,North Dakota,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",
4698,2013,2013,Pennsylvania,Chronic Kidney Disease,Mortality with end-stage renal disease,,165
3192,2018,2018,Alaska,Arthritis,Arthritis among adults aged >= 18 years,%,29.2
5467,2013,2013,West Virginia,Asthma,Current asthma prevalence among adults aged >= 18 years,%,
7141,2011,2011,Kansas,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,
5555,2017,2017,Washington,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,%,
6478,2015,2015,New Jersey,Tobacco,Quit attempts in the past year among current smokers,%,75.4
458,2018,2018,Michigan,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,36.4
2850,2011,2011,North Dakota,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,33.8
4875,2015,2015,North Dakota,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,
4268,2012,2016,Georgia,Cancer,"Melanoma, mortality","per 100,000",3.4
1181,2011,2011,New York,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,
7184,2011,2011,Michigan,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",37.7
9124,2017,2017,Missouri,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,45.2
812,2015,2015,Massachusetts,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,
1704,2016,2016,Kansas,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,64.7
5066,2016,2016,New York,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,42.3
4923,2018,2018,Connecticut,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,7.2
2964,2014,2014,New Jersey,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",69.04
76,2013,2013,Vermont,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,82.7
9096,2015,2015,Missouri,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,62.6
2836,2013,2013,Wyoming,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
4451,2018,2018,Iowa,Oral Health,All teeth lost among adults aged >= 65 years,%,
6073,2018,2018,Florida,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,45.6
4777,2011,2015,Ohio,Cancer,"Invasive melanoma, incidence","per 100,000",7
5437,2017,2017,Illinois,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,71.8
7952,2015,2015,District of Columbia,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",41.3
980,2009,2013,Rhode Island,Cancer,"Cancer of the female cervix, mortality","per 100,000",
2982,2014,2014,New Hampshire,Alcohol,Heavy drinking among adults aged >= 18 years,%,7.0
5858,2010,2014,Maine,Cancer,"Invasive cancer (all sites combined), mortality",,1506
170,2018,2018,South Dakota,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,91.5
5007,2015,2015,New Hampshire,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",
1509,2016,2016,New Jersey,Tobacco,Cigarette smoking before pregnancy,%,18.8
2116,2008,2012,Colorado,Cancer,"Cancer of the lung and bronchus, incidence",,79
8178,2013,2013,Kentucky,"Nutrition, Physical Activity, and Weight Status",Participation in daily school physical education classes among high school students,%,
8801,2015,2015,New Hampshire,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,
8153,2017,2017,Texas,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,64.7
6767,2015,2015,South Dakota,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,53.9
7497,2015,2015,Alabama,Alcohol,Heavy drinking among adults aged >= 18 years,%,6.1
